"Clear Log","Log löschen"
"Delete Listing","Auflistung löschen"
"Admin (Default Values)","Admin (Standardwerte)"
"Edit Listing Title","Titel der Auflistung bearbeiten"
"Edit Listing Store View","Edit Listing Store View"
"Listing Title",Auflistungstitel
"Select Products","Produkte auswählen"
"All unsaved changes will be lost and you will be returned to the Listings grid.","Alle ungespeicherten Änderungen gehen verloren und Sie werden zum Listenfeld zurückgegeben."
"Remove Category","Kategorie entfernen"
"Add New Rule","Neue Regel hinzufügen"
"Add/Edit Categories Rule","Kategorieregel hinzufügen/bearbeiten"
"Start Configure","Konfigurieren starten"
Remove,Löschen
"Magento Category","Magento Kategorie"
Action,Aktion
"The Quantity of chosen Products in each Category is shown in brackets.<br/>
                If the Product belongs to several Categories, it is shown in each Category.
                And if you remove the Category with such Product it will be subtracted from each Category.","Die Anzahl der ausgewählten Produkte in jeder Kategorie wird in Klammern angezeigt.<br/>
                Wenn das Produkt zu mehreren Kategorien gehört, wird es in jeder Kategorie angezeigt.
                Und wenn Sie die Kategorie mit diesem Produkt entfernen, wird es von jeder Kategorie abgezogen."
of,von
Visibility,Sichtbarkeit
Status,Zustand
Websites,Webseiten
go_to_the_listing,für_zu_auflistung
"Go To The Listing","Zur Auflistung gehen"
"List Added Products Now","Liste hinzugefügte Produkte jetzt"
"Back to Unmanaged Items","Zurück zu nicht verwalteten Elementen"
"Add Products","Produkte hinzufügen"
"After an M2E Kaufland listing is configured and created, Magento Products should
                    be added into it.","Nachdem eine M2E Kaufland Auflistung konfiguriert und erstellt wurde, sollten Magento Produkte
                    hinzugefügt werden."
"The Products you add to the Listing will further be
                    Listed on Kaufland.","Die Produkte, die Sie der Auflistung hinzufügen, werden außerdem
                    Auflistung auf Kaufland."
"There are several different options of how Magento products can be found/selected
                    and added to the Listing.","Es gibt verschiedene Möglichkeiten, wie Magento-Produkte gefunden/ausgewählt
                    und zur Auflistung hinzugefügt werden."
"Choose how you want to display Products for selection","Wählen Sie, wie Sie Produkte für die Auswahl anzeigen möchten"
"Products List","Auflistung der Produkte"
"Products displayed as a list without any grouping.","Produkte, die als Liste ohne Gruppierung angezeigt werden."
Categories,Kategorien
"Products grouped by Magento Categories.","Produkte nach Magento-Kategorien sortiert."
"No recently used Categories","Keine kürzlich verwendeten Kategorien"
"Change Category","Kategorie ändern"
Category,Kategorie
"Not Selected","Nicht ausgewählt"
"No results","Keine Treffer"
"No saved Categories","Keine gespeicherten Kategorien"
"Category Settings","Kategorie Einstellungen"
Specifics,Artikelmerkmale
"Set Category","Kategorie festlegen"
"Apply Settings","Einstellungen anwenden"
"You need to choose Kaufland Categories for Products in order to list them on Kaufland.","Sie müssen Kaufland-Kategorien für Produkte auswählen, um sie bei Kaufland aufzulisten."
"Choose one of the Options below.","Wählen Sie eine der unten stehenden Optionen."
"All Products same Category","Alle Produkte derselben Kategorie"
"Products will be Listed using the same Kaufland Category.","Die Produkte werden in der gleichen Kaufland-Kategorie aufgeführt."
"Set Manually for each Product","Manuell für jedes Produkt einstellen"
"Set Kaufland Categories for each Product (or a group of Products) manually.","Legen Sie Kaufland-Kategorien für jedes Produkt (oder eine Gruppe von Produkten) manuell fest."
"<p>You may edit Policies assigned to your Listing or create new ones. The changes you make are automatically
                    applied to all M2E Kaufland Listings that use this Policy.</p>
                    <p>Find more details on configuring Policies in the <a href=""%url"" target=""_blank"">documentation</a>.</p>","<p>Sie können die Richtlinien, die Ihrer Auflistung zugewiesen sind, bearbeiten oder neue erstellen. Die von Ihnen vorgenommenen Änderungen werden automatisch
                    auf alle M2E Kaufland-Auflistungen angewendet, die diese Richtlinie verwenden.</p>
                    <p>Weitere Details zur Konfiguration der Richtlinien finden Sie in der <a href=""%url"" target=""_blank"">Dokumentation</a>.</p>"
"Please, specify a value suitable for all chosen Products.","Bitte geben Sie einen Wert an, der für alle ausgewählten Produkte geeignet ist."
"Items By Listing","Artikel nach Auflistung"
"Items By Issue","Artikel nach Ausgabe"
"Unmanaged Items","Nicht verwaltete Artikel"
"All Items","Alle Artikel"
"<p>Saving Policy under a distinctive title will let you easily and quickly search for
                    it in case you need to use it in a different M2E Kaufland Listing in the future.</p><br>
                    <p>More detailed information you can find
                    <a href=""%url"" target=""_blank"" class=""external-link"">here</a>.</p>","<p>Das Speichern der Richtlinie unter einem eindeutigen Titel ermöglicht es Ihnen, diese schnell und einfach zu finden, falls Sie sie in Zukunft in einer anderen M2E Kaufland-Auflistung verwenden müssen.</p><br>
<p>Weitere detaillierte Informationen finden Sie <a href=""%url"" target=""_blank"" class=""external-link"">hier</a>.</p>"
"Please specify Policy Title","Bitte geben Sie den Richtlinientitel an"
"Save as New Policy","Als neue Richtlinie speichern"
Customized,"Individuell angepasst"
"Policy with the same Title already exists.","Eine Richtlinie mit demselben Titel existiert bereits."
"Save New Policy","Neue Richtlinie speichern"
"<p>M2E Kaufland Listing is a group of Magento Products sold on a certain Storefront
                    from a particular Account. M2E Kaufland has several options to display the content of
                    Listings referring to different data details. Each of the view options contains a
                    unique set of available Actions accessible in the Mass Actions drop-down.</p>","<p>M2E Kaufland Auflistung ist eine Gruppe von Magento-Produkten, die in einem bestimmten Geschäft von einem bestimmten Konto aus verkauft werden. M2E Kaufland bietet mehrere Optionen zur Anzeige des Inhalts von Auflistungen, die sich auf verschiedene Datendetails beziehen. Jede der Ansichtsoptionen enthält einen einzigartigen Satz von verfügbaren Aktionen, die im Dropdown-Menü ""Mass Actions"" zugänglich sind.</p>"
"Edit Settings","Einstellungen bearbeiten"
"Based on Magento Categories","Basierend auf Magento-Kategorien"
"You must select at least 1 Category.","Sie müssen mindestens 1 Kategorie auswählen."
"Rule with the same Title already exists.","Es existiert bereits eine Regel mit demselben Titel."
"Compatibility Attribute",Kompatibilitätsattribut
"Sell on Another Storefront","In einem anderen Schaufenster verkaufen"
"Create new","Neu erstellen"
"Linking Product","Produkt verknüpfen"
"From Products List","Auflistung der Produkte"
"From Categories","Von Kategorien"
CSV,CSV
"Product Title / Product SKU","Produkttitel / Produkt SKU"
"Available QTY","Verfügbare Menge"
"Listing Actions","Auflistung von Aktionen"
Other,Andere
"List Item(s) on Kaufland","Artikel(e) im Kaufland auflisten"
"Revise Item(s) on Kaufland","Artikel bei Kaufland überarbeiten"
"Relist Item(s) on Kaufland","Artikel bei Kaufland neu einstellen"
"Stop Item(s) on Kaufland","Artikel bei Kaufland anhalten"
"Remove from Kaufland / Remove From Listing","Aus Kaufland entfernen / Aus Auflistung entfernen"
"Unit ID",Einheiten-ID
"Task completed. Please wait ...","Aufgabe abgeschlossen. Bitte warten Sie ..."
"""%task_title%"" task has completed.","Die Aufgabe ""%task_title%"" ist abgeschlossen."
"Sending %product_title% Product(s) data on Kaufland.","Senden von %product_title% Produkt(e)-Daten an Kaufland."
"View Full Product Log.","Vollständiges Produktprotokoll anzeigen."
"The Listing was locked by another process. Please try again later.","Die Auflistung wurde von einem anderen Prozess gesperrt. Bitte versuchen Sie es später erneut."
"Listing is empty.","Die Auflistung ist leer."
"Listing All Items On Kaufland","Auflistung aller Artikel bei Kaufland"
"Listing Selected Items On Kaufland","Auflistung ausgewählter Artikel bei Kaufland"
"Revising Selected Items On Kaufland","Überarbeitung ausgewählter Artikel bei Kaufland"
"Relisting Selected Items On Kaufland","Neulisten der ausgewählten Artikel auf Kaufland"
"Stopping Selected Items On Kaufland","Stoppen ausgewählter Artikel bei Kaufland"
"Stopping On Kaufland And Removing From Listing Selected Items","Anhalten bei Kaufland und Entfernen ausgewählter Artikel aus der Auflistung"
"Removing From Listing Selected Items","Aus der Auflistung entfernen Ausgewählte Artikel"
"Stock Availability","Verfügbarkeit auf Lager"
"In Stock",Vorrätig
"Out of Stock",Ausverkauft
QTY,QTY
"Kaufland Category",Kaufland-Kategorie
"Listing Policies Overrides","Auflistung von Policies Überschreibungen"
"Edit Category Settings","Kategorieeinstellungen bearbeiten"
"Categories & Specifics","Kategorien & Besonderheiten"
"Move Item(s) to Another Listing","Artikel in eine andere Auflistung verschieben"
"Use from Listing Settings","Verwendung von Auflistung Einstellungen"
"Custom Settings","Benutzerdefinierte Einstellungen"
"Categories & Attributes","Kategorien & Attribute"
"Edit Selling Policy Setting","Einstellung der Selling Policy bearbeiten"
"Edit Synchronization Policy Setting","Einstellung der Synchronisierungs-Policy bearbeiten"
For,Für
"""%task_title%"" Task has completed.","""%task_title%"" Aufgabe wurde abgeschlossen."
"Moving Kaufland Items","Kaufland-Artikel verschieben"
"Add New Listing","Neue Auflistung hinzufügen"
Overrides,Überschreibt
"<p>There are several <strong>View Modes</strong> available to you:</p>
            <ul>
            <li><p><strong>Kaufland</strong> - displays Product details with respect to Kaufland Item information.
            Using this Mode, you can easily filter down the list of Products based on Kaufland Item details as
            well as perform Actions to Kaufland Items in bulk (i.e. List, Revise, Relist, Stop, etc);</p></li>
            <li><p><strong>Settings</strong> - displays information about the Settings set for the Products
            (i.e. Selling Settings, Kaufland Categories, etc). Using this Mode, you can easily find Products by
             reference to the Settings they use as well as edit already defined Settings in bulk.</p></li>
            <li><p><strong>Magento</strong> - displays Products information with regard to Magento Catalog.
            Using this Mode, you can easily find Products based on Magento Product information
            (i.e. Magento QTY, Stock Status, etc);</p></li>
            </ul>","<p>Es stehen Ihnen mehrere <strong>Ansichtsmodi</strong> zur Verfügung:</p>
<ul>
<li><p><strong>Kaufland</strong> - zeigt Produktdetails in Bezug auf Kaufland-Artikelinformationen an. In diesem Modus können Sie die Liste der Produkte basierend auf den Kaufland-Artikelinformationen filtern und Massenaktionen an Kaufland-Artikeln durchführen (z. B. Listen, Überarbeiten, Neuauflisten, Stoppen usw.);</p></li>
<li><p><strong>Einstellungen</strong> - zeigt Informationen zu den für die Produkte festgelegten Einstellungen an (z. B. Verkaufseinstellungen, Kaufland-Kategorien usw.). In diesem Modus können Sie Produkte basierend auf den verwendeten Einstellungen leicht finden und bereits definierte Einstellungen in großen Mengen bearbeiten.</p></li>
<li><p><strong>Magento</strong> - zeigt Produktinformationen in Bezug auf den Magento-Katalog an. In diesem Modus können Sie Produkte basierend auf den Magento-Produktinformationen leicht finden (z. B. Magento-Menge, Lagerstatus usw.);</p></li>
</ul>"
Settings,Einstellungen
"This Log contains information about the actions applied to M2E Kaufland Listings and related Items.","Dieses Protokoll enthält Informationen über die auf M2E Kaufland Auflistungen und zugehörige Artikel angewendeten Aktionen."
"This Log contains information about your recent Kaufland orders for which Magento orders were not created.<br/><br/>
                Find detailed info in <a href=""%url%"" target=""_blank"">the article</a>.","Dieser Log enthält Informationen über Ihre kürzlichen Kaufland-Bestellungen, für die keine Magento-Bestellungen erstellt wurden.<br/><br/>
                Detaillierte Informationen finden Sie im <a href=""%url%"" target=""_blank"">Artikel</a>."
"This Log contains information about Order processing.<br/><br/>
                Find detailed info in <a href=""%url"" target=""_blank"">the article</a>.","Dieser Log enthält Informationen zur Auftragsbearbeitung.<br/><br/>
                 Detaillierte Informationen finden Sie im <a href=""%url"" target=""_blank"">Artikel</a>."
"Order Reimport","Bestellung Reimport"
"<p>In this section, you can find the list of the Orders imported from Kaufland. </p>
                <p>An Kaufland Order, for which Magento Order is created, contains a value in
                <strong>Magento Order #</strong> column of the grid. You can find the corresponding
                Magento Order in Sales > Orders section of your Magento</p><br>

                <p>To manage the imported Kaufland Orders, you can use Mass Action options available in the
                Actions bulk: Reserve QTY, Cancel QTY Reserve, Mark Order(s) as Shipped or Paid and Resend
                Shipping Information.</p><br>

                <p>Also, you can view the detailed Order information by clicking on the appropriate
                row of the grid.</p><br>

                <p><strong>Note:</strong> Automatic creation of Magento Orders, Invoices, and Shipments is
                performed in accordance with the Order settings specified in <br>
                <strong>Account Settings (Kaufland Integration > Configuration > Accounts)</strong>. </p>","<p>In diesem Abschnitt finden Sie die Liste der Bestellungen, die von Kaufland importiert wurden.</p>
                <p>Eine Kaufland-Bestellung, für die eine Magento-Bestellung erstellt wurde, enthält einen Wert in der
                <strong>Magento-Bestell-Nr.</strong>-Spalte des Grids. Die entsprechende
                Magento-Bestellung finden Sie im Bereich Sales > Orders Ihrer Magento-Installation.</p><br>

                <p>Zur Verwaltung der importierten Kaufland-Bestellungen können Sie die verfügbaren
                Massenaktionen verwenden: Menge reservieren, Menge Reservierung stornieren, Bestellung(en) als versendet oder bezahlt markieren und
                Versandinformationen erneut senden.</p><br>

                <p>Außerdem können Sie die detaillierten Bestellinformationen anzeigen, indem Sie auf die entsprechende Zeile
                im Grid klicken.</p><br>

                <p><strong>Hinweis:</strong> Die automatische Erstellung von Magento-Bestellungen, -Rechnungen und -Versendungen
                erfolgt gemäß den in <br>
                <strong>Kontoeinstellungen (Kaufland-Integration > Konfiguration > Konten)</strong> festgelegten Bestell-Einstellungen.</p>"
"Order importing in progress.","Der Import der Bestellung läuft."
"Order importing is canceled.","Der Import von Bestellungen wird abgebrochen."
"Order Settings",Bestelleinstellungen
"Order Address Information","Informationen zur Bestelladresse"
"Buyer Email","Käufer E-Mail"
"Recipient Name",Empfängername
"Street Address",Straße
City,Stadt
Country,Land
"Zip/Postal Code",Plz/Postleitzahl
Telephone,Telefon
"Sale Date",Verkaufsdatum
"Delivery Time",Lieferzeit
"Magento Order #","Magento-Bestellung #"
"Kaufland Order #","Kaufland Bestellung #"
Items,Artikel
Buyer,Käufer
"Total Paid","Gesamt bezahlt"
"Order Cancellation",Bestellungsstornierung
"Reserve QTY","Reservierte Menge"
"Cancel QTY Reserve","Reservierte Menge stornieren"
"Mark Order(s) as Shipped","Bestellung(en) als versendet markieren"
"Resend Shipping Information","Versandinformationen erneut senden"
"Create Magento Order","Magento-Bestellung erstellen"
Deleted,Gelöscht
"View Full Order Log","Vollständiges Bestellprotokoll anzeigen"
Pending,Ausstehend
Unshipped,Unversendet
Shipped,Versandt
Returned,Zurückgesandt
Canceled,Storniert
"Shipped partially","Teilweise versandt"
"Returned partially","Teilweise zurückgegeben"
"Canceled partially","Teilweise storniert"
Unknown,Unbekannt
"Mark as Shipped","Als versandt markieren"
"Are you sure that you want to create new Magento Order?","Sind Sie sicher, dass Sie eine neue Magento-Bestellung erstellen möchten?"
"Add Note","Notiz hinzufügen"
"Custom Note","Benutzerdefinierte Notiz"
Product,Produkt
"Original Price","Ursprünglicher Preis"
"Tax Percent","Steuersatz in Prozent"
"Row Total","Gesamtsumme pro Zeile"
"Link to Magento Product","Link zum Magento-Produkt"
"Set Options","Optionen ändern"
Unlink,"Verknüpfung aufheben"
"Out Of Stock",Ausverkauft
"<p>This Page displays the list of the Policies you are currently using in your Listings.
            Policy is a combination of settings that can be used in different Listings.</p><br>
            <p>You can <strong>Delete</strong> a Policy only if it's not being used for Listing.</p>","<p>Auf dieser Seite wird die Liste der Policen angezeigt, die Sie derzeit in Ihren Auflistungen verwenden.
               Policy ist eine Kombination von Einstellungen, die in verschiedenen Auflistungen verwendet werden können.</p><br>
               <p>Sie können eine Policy nur <strong>Löschen</strong>, wenn sie nicht zur Auflistung verwendet wird..</p>"
"Add Policy","Police hinzufügen"
"Add Category","Kategorie hinzufügen"
"Item Specifics cannot have the same Labels.","Artikelbesonderheiten können nicht die gleichen Etiketten haben."
"Category Attributes","Kategorie Attribute"
"Kaufland Recommended","Kaufland Empfohlen"
"Custom Attribute","Benutzerdefiniertes Attribut"
"Custom Value","Benutzerdefinierter Wert"
"Saved Categories","Gespeicherte Kategorien"
Browse,Durchsuchen
"Category ID",Kategorie-Id
"Attributes: Total","Attribute: Insgesamt"
"Attributes: Used","Attribute: Gebraucht"
"Product Attributes",Produkt-Attribute
Images,Bilder
"Main Image",Hauptbild
"Product Base Image","Produkt Basisbild"
"Up to","Bis zu"
"Gallery Images","Galerie Bilder"
"Product Images",Produktbilder
"Adds small thumbnails that appear under the large Base Image.
                     You can add up to 8 additional photos to each Listing on Kaufland.
                        <br/><b>Note:</b> Text, Multiple Select or Dropdown type Attribute can be used.
                        The value of Attribute must contain absolute urls.
                        <br/>In Text type Attribute urls must be separated with comma.
                        <br/>e.g. http://mymagentostore.com/images/baseimage1.jpg,
                        http://mymagentostore.com/images/baseimage2.jpg","Fügen Sie kleine Miniaturbilder hinzu, die unter dem großen Basisbild erscheinen.
                     Sie können bis zu 8 zusätzliche Fotos zu jedem Listing auf Kaufland hinzufügen.
                        <br/><b>Hinweis:</b> Es können Attribute vom Typ Text, Mehrfachauswahl oder Dropdown verwendet werden.
                        Der Wert des Attributs muss absolute Urls enthalten.
                        <br/>Bei Attributen vom Typ Text müssen die URLs mit Komma getrennt werden.
                        <br/>z.B. http://mymagentostore.com/images/baseimage1.jpg,
                        http://mymagentostore.com/images/baseimage2.jpg"
"Product Name",Produktname
"This is the Title that Buyers will see on Kaufland. A good Title ensures better visibility.","Dies ist der Titel, den die Käufer auf Kaufland sehen werden. Ein guter Titel sorgt für bessere Sichtbarkeit."
"Title Value",Titelwert
Preview,Vorschau
"Choose whether to use Magento <strong>Product Description</strong>
            or <strong>Product Short Description</strong> for the Kaufland Listing Description.","Wählen Sie, ob Sie die <strong>Produktbeschreibung</strong>             oder die <strong>kurze Produktbeschreibung</strong> von Magento für die Kaufland-Auflistungsbeschreibung verwenden möchten."
"Product Description",Produktbeschreibung
"Product Short Description",Produkt-Kurzbeschreibung
"View / Edit Custom Description","Benutzerdefinierte Beschreibung anzeigen/bearbeiten"
"Show Editor","Editor anzeigen"
"Hide Editor","Editor ausblenden"
"Insert Customs"," Eigenen Wert einfügen"
"Description Value","Beschreibung Wert"
"Adding Image","Bild hinzufügen"
"Custom Insertions","Individuelle Einfügungen"
"Description Preview","Beschreibung Vorschau"
"Please enter a valid Magento product ID.","Bitte geben Sie eine gültige Magento Produkt-ID ein."
"Please enter Description Value.","Bitte geben Sie den Wert der Beschreibung ein."
"Magento Product","Magento Produkt"
"Kaufland Price","Kaufland Preis"
"M2E Kaufland","M2E Kaufland"
"
                    If you would like to preview the Description data for the particular Magento Product, please,
                    provide its ID into the <strong>Magento Product ID</strong> input and select
                    a <strong>Magento Store View</strong> the values
                    should be taken from. As a result you will see the Item Description which will be sent to
                    Kaufland basing on the settings you specified.<br />

                    Also, you can press a <strong>Select Randomly</strong> button to allow M2E Kaufland
                    to automatically select the most suitable Product for its previewing.","
                    Wenn Sie eine Vorschau der Beschreibungsdaten für ein bestimmtes Magento-Produkt anzeigen möchten, geben Sie bitte
                    seine ID in die <strong>Magento Product ID</strong> Eingabe ein und wählen Sie
                    eine <strong>Magento Store View</strong> aus der die Werte
                    entnommen werden sollen. Als Ergebnis sehen Sie die Artikelbeschreibung, die an Kaufland gesendet wird.
                    Kaufland auf Basis der von Ihnen angegebenen Einstellungen übermittelt wird.<br />

                    Sie können auch einen <strong>Zufällig auswählen</strong> Button drücken, damit M2E Kaufland
                    automatisch das am besten geeignete Produkt für die Vorschau auswählt."
"Select Randomly","Zufällig auswählen"
"Magento Product ID","Magento Produkt-ID"
"Select Product","Produkt auswählen"
"View Random Product","Zufälliges Produkt ansehen"
"Enter Product Id","Produkt-ID eingeben"
"Add %template_name Policy","%template_name Richtlinie hinzufügen"
Duplicate,Duplizieren
"<br/><b>Note:</b> All changes you have made will be automatically
                    applied to all M2E Kaufland Listings where this Policy is used.","<br/><b>Hinweis:</b> Alle von Ihnen vorgenommenen Änderungen werden automatisch auf alle M2E Kaufland Auflistung
                   angewendet, in denen diese Policy verwendet wird."
"Policy Title is not unique.","Policy Title ist nicht eindeutig."
"Do not show this message anymore","Diese Meldung nicht mehr anzeigen"
"Save Policy","Richtlinie speichern"
Quantity,Menge
"Product Quantity","Produkt Menge"
"The number of Items you want to sell on Kaufland.<br/><br/>
                    <b>Product Quantity:</b> the number of Items on Kaufland will be the same as in Magento.<br/>
                    <b>Custom Value:</b> set a Quantity in the Policy here.<br/>
                    <b>Magento Attribute:</b> takes the number from the Attribute you specify.","Die Anzahl der Artikel, die Sie auf Kaufland verkaufen möchten.<br/><br/>
<b>Produktmenge:</b> Die Anzahl der Artikel auf Kaufland entspricht der Anzahl in Magento.<br/>
<b>Benutzerdefinierter Wert:</b> Legen Sie hier eine Menge in der Richtlinie fest.<br/>
<b>Magento-Attribut:</b> Nimmt die Zahl aus dem von Ihnen angegebenen Attribut."
"Quantity Value","Menge Wert"
"Quantity Percentage","Menge Prozentsatz"
"Sets the percentage for calculation of Items number to be Listed on Kaufland basing on
                    Product Quantity or Magento Attribute. E.g., if Quantity Percentage is set to 10% and
                    Product Quantity is 100, the Quantity to be Listed on
                    Kaufland will be calculated as <br/>100 *10%  = 10.<br/>","Legt den Prozentsatz fest, um die Anzahl der auf Kaufland zu listenenden Artikel basierend auf der
                  Produktmenge oder dem Magento-Attribut zu berechnen. Zum Beispiel, wenn der Mengenprozentsatz auf 10% eingestellt ist und die
                  Produktmenge 100 beträgt, wird die zu listende Menge auf
                  Kaufland wie folgt berechnet: <br/>100 * 10% = 10.<br/>"
"Conditional Quantity","Bedingte Menge"
"Choose whether to limit the amount of Stock you list on Kaufland, eg because you want to set
                    some Stock aside for sales off Kaufland.<br/><br/>
                    If this Setting is <b>Enabled</b> you can specify the maximum Quantity to be Listed.
                    If this Setting is <b>Disabled</b> all Stock for the Product will be Listed as available on Kaufland.","Wählen Sie aus, ob Sie die Menge an Lager begrenzen möchten, die Sie auf Kaufland listen, z. B.
                    weil Sie einen Teil des Lagerbestands für Verkäufe außerhalb von Kaufland zurückhalten möchten.<br/><br/>
                    Wenn diese Einstellung <b>aktiviert</b> ist, können Sie die maximale Menge festlegen, die aufgelistet werden soll.
                    Wenn diese Einstellung <b>deaktiviert</b> ist, wird der gesamte Lagerbestand für das Produkt als verfügbar auf Kaufland aufgelistet."
"Minimum Quantity to Be Listed","Mindestmenge für die Auflistung"
"If you have 2 pieces in Stock but set a Minimum Quantity to Be Listed of 5,
                    Item will not be Listed on Kaufland.<br/>
                    Otherwise, the Item will be Listed with Quantity according to the Settings in the Selling Policy","Wenn Sie 2 Stück auf Lager haben, aber eine Mindestmenge festlegen, die auf 5 aufgelistet werden soll, wird der
                     Artikel nicht auf Kaufland aufgeführt.<br/>
                     Andernfalls wird der Artikel mit der Menge gemäß den Einstellungen in der Verkaufsrichtlinie aufgelistet"
"Maximum Quantity to Be Listed","Höchstmenge für die Auflistung"
"Set a maximum number to sell on Kaufland, e.g. if you have 10 Items in Stock but want
                    to keep 2 Items back, set a Maximum Quantity of 8.","Legen Sie eine maximale Anzahl zum Verkauf auf Kaufland fest, z. B. wenn Sie 10 Artikel auf Lager haben,
                    aber 2 Artikel zurückhalten möchten, setzen Sie eine maximale Menge von 8."
"Wrong value. Must be no more than 30. Max applicable length is 6 characters,
                 including the decimal (e.g., 12.345).","Falscher Wert. Darf nicht mehr als 30 sein. Die maximale zulässige Länge beträgt 6 Zeichen,
                 einschließlich des Dezimalpunkts (z. B. 12.345)."
"Price Change is not valid.","Preisänderung ist nicht gültig."
"Wrong value. Only integer numbers.","Falscher Wert. Nur ganzzahlige Werte."
"% of Price","% des Preises"
"Add Price Change",Preisänderung
"Handling Time",Bearbeitungszeit
"The number of working days till the order is handed over to the carrier.","Die Anzahl der Arbeitstage bis zur Übergabe der Bestellung an den Spediteur."
"Refresh Warehouses","Lagerhäuser aktualisieren"
Warehouse,Lagerhaus
"Refresh Shipping Group","Liefergruppe aktualisieren"
"Shipping Group",Versand-Gruppe
title,titel
"Must be greater than ""Min"".","Muss größer als ""Min"" sein."
"Inconsistent Settings in Relist and Stop Rules.","Inkonsistente Einstellungen in Relist- und Stop-Regeln."
"You need to choose at least one Time for the schedule to run.","Sie müssen mindestens eine Zeit auswählen, zu der der Zeitplan ausgeführt werden soll."
"You should specify time.","Sie sollten die Zeit angeben."
"Wrong value.","Falscher Wert."
"Must be greater than ""Active From"" Date.","Muss größer sein als das Datum ""Aktiv von""."
"Must be greater than ""From Time"".","Muss größer sein als ""Von Zeit""."
"List Rules","Liste Regeln"
"Revise Rules","Regeln revidieren"
"Relist Rules",Relist-Regeln
"Stop Rules",Stopp-Regeln
"<p><strong>List Action</strong> - this Action can be executed for each Item in M2E Kaufland Listings
                    which has <strong>Not Listed</strong> Status and which Settings meet the List Condition. If an
                    Item was not initially Listed for some reason, automatic synchronization will attempt to list
                    it again only if there is a change of Product Status, Stock Availability or Quantity
                    in Magento.</p><br>

                    <p><strong>Note:</strong> M2E Kaufland Listings Synchronization must be enabled in
                    Synchronization <strong>(Kaufland Integration > Configuration > Settings > Synchronization)</strong>.
                    Otherwise, Synchronization Policy Rules will not take effect.</p><br>

                    <p>More detailed information about how to work with this Page you can find
                    <a href=""%url"" target=""_blank"" class=""external-link"">here.</a></p>","<p><strong>List Action</strong> - diese Aktion kann für jeden Artikel in M2E Kaufland-Auflistungen =
                    ausgeführt werden, der den Status <strong>Not Listed</strong> hat und dessen Einstellungen die List-Bedingung erfüllen. Wenn ein
                    Artikel aus irgendeinem Grund nicht ursprünglich gelistet wurde, wird die automatische Synchronisierung versuchen,
                    ihn erneut aufzulisten, nur wenn es eine Änderung des Produktstatus, der Verfügbarkeit oder der Menge
                    in Magento gibt.</p><br>

                    <p><strong>Hinweis:</strong> Die Synchronisierung der M2E Kaufland-Auflistungen muss in der
                    Synchronisierung <strong>(Kaufland Integration > Konfiguration > Einstellungen > Synchronisierung)</strong> aktiviert sein.
                    Andernfalls werden die Synchronisierungsrichtlinien nicht wirksam.</p><br>

                    <p>Weitere detaillierte Informationen zur Arbeit mit dieser Seite finden Sie
                     <a href=""%url"" target=""_blank"" class=""external-link"">hier.</a></p>"
"List Action","Auflistung Aktion"
"List Conditions","Auflistung Bedingungen"
"Product Status",Produktstatus
"<p><strong>Enabled:</strong> List Items on Kaufland automatically if they have status Enabled
                    in Magento Product. (Recommended)</p>
                    <p><strong>Any:</strong> List Items with any Magento Product status on Kaufland automatically</p>","<p><strong>Aktiviert:</strong> Artikel automatisch auf Kaufland listen, wenn sie
                   im Magento-Produkt den Status ""Aktiviert"" haben. (Empfohlen)</p>
                   <p><strong>Beliebig:</strong> Artikel automatisch mit jedem Magento-Produktstatus auf Kaufland listen.</p>"
"<b>In Stock:</b> List Items automatically if Products are in Stock. (Recommended.)<br/>
                    <b>Any:</b> List Items automatically, regardless of Stock availability.","<b>Auf Lager:</b> Artikel automatisch listen, wenn Produkte auf Lager sind. (Empfohlen.)<br/>
                   <b>Beliebig:</b> Artikel automatisch listen, unabhängig von der Verfügbarkeit des Lagerbestands."
"More or Equal","Mehr oder Gleiches"
"<p><strong>Any:</strong> List Items automatically with any Quantity available.</p>
                    <p><strong>More or Equal:</strong> List Items automatically if the Quantity
                    according to the Selling Policy is at least equal to the number you set.
                    (Recommended)</p>","<p><strong>Beliebig:</strong> Artikel automatisch mit jeder verfügbaren Menge listen.</p>
                   <p><strong>Mehr oder Gleich:</strong> Artikel automatisch listen,
                   wenn die Menge gemäß der Verkaufsrichtlinie mindestens gleich der von Ihnen festgelegten Anzahl ist.
                   (Empfohlen)</p>"
"Advanced Conditions","Erweiterte Bedingungen"
"<p>Define Magento Attribute value(s) based on which a product must be listed on the Channel.<br>
                    Once both List Conditions and Advanced Conditions are met, the product will be listed.</p>","<p>Definieren Sie den Wert(e) des Magento-Attributs, anhand dessen ein Produkt auf dem Kanal aufgelistet werden muss.<br>
                    Sobald sowohl die Listenbedingungen als auch die erweiterten Bedingungen erfüllt sind, wird das Produkt aufgelistet.</p>"
"Please be very thoughtful before enabling this option as this functionality
                        can have a negative impact on the Performance of your system.<br> It can decrease the speed
                        of running in case you have a lot of Products with the high number of changes made to them.","Bitte seien Sie sehr umsichtig, bevor Sie diese Option aktivieren, da diese Funktionalität
                      sich negativ auf die Leistung Ihres Systems auswirken kann.<br>Es kann die Geschwindigkeit des Betriebs
                      verringern, wenn Sie viele Produkte mit einer großen Anzahl von Änderungen haben, die an ihnen vorgenommen wurden."
Mode,Modus
